"Taxon","UTM10x10","UTM1x1","Ref"
"Eleocharis multicaulis","30TWK44","---","García Cardo et al., 2020"
"Eleocharis multicaulis","30TWK96","---","García Cardo et al., 2020"
"Eleocharis multicaulis","30TWK98","---","García Cardo et al., 2020"
"Eleocharis multicaulis","30TWK78","---","García Cardo et al., 2020"
"Epilobium angustifolium","30TWK88","---","García Cardo et al., 2020"
"Epipactis distans","30SXK12","---","García Cardo et al., 2020"
"Epipactis distans","30TXK06","---","García Cardo et al., 2020"
"Epipactis distans","30TXK05","---","García Cardo et al., 2020"
"Epipactis distans","30TXK15","---","García Cardo et al., 2020"
"Epipactis distans","30TWK88","---","García Cardo et al., 2020"
"Epipactis distans","30TWK89","---","García Cardo et al., 2020"
"Epipactis distans","30TWK96","---","García Cardo et al., 2020"
"Epipactis distans","30TWK97","---","García Cardo et al., 2020"
"Epipactis distans","30TWK98","---","García Cardo et al., 2020"
"Epipactis distans","30TWK78","---","García Cardo et al., 2020"
"Epipactis palustris","30SXK12","---","García Cardo et al., 2020"
"Epipactis palustris","30SXJ19","---","García Cardo et al., 2020"
"Epipactis palustris","30TXK03","---","García Cardo et al., 2020"
"Epipactis palustris","30TXK06","---","García Cardo et al., 2020"
"Epipactis palustris","30TXK14","---","García Cardo et al., 2020"
"Epipactis palustris","30TXK05","---","García Cardo et al., 2020"
"Epipactis palustris","30TXK15","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK58","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK74","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK73","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK86","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK87","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK88","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK89","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK84","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK85","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK95","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK96","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK97","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK98","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK78","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK75","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK79","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK77","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK68","---","García Cardo et al., 2020"
"Epipactis palustris","30TWK67","---","García Cardo et al., 2020"
"Erica cinerea","30SXK02","---","García Cardo et al., 2020"
"Erica cinerea","30SXK12","---","García Cardo et al., 2020"
"Erica cinerea","30SXK22","---","García Cardo et al., 2020"
"Erica cinerea","30SXK40","---","García Cardo et al., 2020"
"Erica cinerea","30SXK30","---","García Cardo et al., 2020"
"Erica cinerea","30SXK51","---","García Cardo et al., 2020"
"Erica cinerea","30SXK41","---","García Cardo et al., 2020"
"Erica cinerea","30SXK31","---","García Cardo et al., 2020"
"Erica cinerea","30SXK21","---","García Cardo et al., 2020"
"Erica cinerea","30TXK04","---","García Cardo et al., 2020"
"Erica cinerea","30TXK05","---","García Cardo et al., 2020"
"Erica cinerea","30TXK13","---","García Cardo et al., 2020"
"Erodium glandulosum","30TXK24","---","García Cardo et al., 2020"
"Erodium glandulosum","30TXK06","---","García Cardo et al., 2020"
"Erodium glandulosum","30TWK87","---","García Cardo et al., 2020"
"Erodium glandulosum","30TWK88","---","García Cardo et al., 2020"
"Erodium glandulosum","30TWK97","---","García Cardo et al., 2020"
"Erodium glandulosum","30TWK98","---","García Cardo et al., 2020"
"Erodium macrocalyx","30TWK86","---","García Cardo et al., 2020"
"Erodium macrocalyx","30TWK88","---","García Cardo et al., 2020"
"Erodium macrocalyx","30TWK89","---","García Cardo et al., 2020"
"Erodium macrocalyx","30TWK96","---","García Cardo et al., 2020"
"Erodium macrocalyx","30TWK79","---","García Cardo et al., 2020"
"Eryngium bourgatii","30TXK07","---","García Cardo et al., 2020"
"Eryngium bourgatii","30TXK05","---","García Cardo et al., 2020"
"Eryngium bourgatii","30TXK15","---","García Cardo et al., 2020"
"Eryngium bourgatii","30TWK97","---","García Cardo et al., 2020"
"Euonymus europaeus","30SWK92","---","García Cardo et al., 2020"
"Euonymus europaeus","30SXK12","---","García Cardo et al., 2020"
"Euonymus europaeus","30TXK24","---","García Cardo et al., 2020"
"Euonymus europaeus","30TXK06","---","García Cardo et al., 2020"
"Euonymus europaeus","30TXK05","---","García Cardo et al., 2020"
"Euonymus europaeus","30TXK13","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWK83","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWK86","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWK87","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWK88","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWK89","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWK84","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWK85","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWK99","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWK95","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWK96","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWK98","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWK78","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWK79","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWK68","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWK69","---","García Cardo et al., 2020"
"Euonymus europaeus","30TWL70","---","García Cardo et al., 2020"
"Filipendula ulmaria","30SWK61","---","García Cardo et al., 2020"
"Filipendula ulmaria","30TXK06","---","García Cardo et al., 2020"
"Filipendula ulmaria","30TXK14","---","García Cardo et al., 2020"
"Filipendula ulmaria","30TXK05","---","García Cardo et al., 2020"
"Filipendula ulmaria","30TXK15","---","García Cardo et al., 2020"
"Filipendula ulmaria","30TWK87","---","García Cardo et al., 2020"
"Filipendula ulmaria","30TWK88","---","García Cardo et al., 2020"
"Filipendula ulmaria","30TWK95","---","García Cardo et al., 2020"
"Filipendula ulmaria","30TWK98","---","García Cardo et al., 2020"
"Fumana baetica","30TXK14","---","García Cardo et al., 2020"
"Fumana baetica","30TWK86","---","García Cardo et al., 2020"
"Fumana baetica","30TWK87","---","García Cardo et al., 2020"
"Fumana baetica","30TWK88","---","García Cardo et al., 2020"
"Fumana baetica","30TWK84","---","García Cardo et al., 2020"
"Fumana baetica","30TWK85","---","García Cardo et al., 2020"
"Fumana baetica","30TWK95","---","García Cardo et al., 2020"
"Fumana baetica","30TWK96","---","García Cardo et al., 2020"
"Genista cinerea","30SWJ64","---","García Cardo et al., 2020"
"Genista cinerea","30SWJ65","---","García Cardo et al., 2020"
"Genista cinerea","30SWJ47","---","García Cardo et al., 2020"
"Genista cinerea","30SWJ37","---","García Cardo et al., 2020"
"Genista cinerea","30SWJ17","---","García Cardo et al., 2020"
"Genista cinerea","30SWJ59","---","García Cardo et al., 2020"
"Genista pilosa","30SXK12","---","García Cardo et al., 2020"
"Genista pilosa","30SXK40","---","García Cardo et al., 2020"
"Genista pilosa","30TXK04","---","García Cardo et al., 2020"
"Genista pilosa","30TXK05","---","García Cardo et al., 2020"
"Genista pilosa","30TXK13","---","García Cardo et al., 2020"
"Genista pilosa","30TWK87","---","García Cardo et al., 2020"
"Genista pilosa","30TWK77","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30SXK40","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30SXJ19","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30SWK80","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TXK06","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TWK83","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TWK73","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TWK86","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TWK87","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TWK88","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TWK89","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TWK84","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TWK85","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TWK96","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TWK97","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TWK98","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TWK78","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TWK79","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TWK77","---","García Cardo et al., 2020"
"Gymnadenia conopsea","30TWK68","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWK02","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SVK92","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWK12","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SVK82","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWK22","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWK32","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWJ56","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWJ46","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWJ36","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWJ57","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWJ78","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWJ58","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWJ38","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWJ28","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWJ99","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWJ59","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWJ49","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWJ39","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWK30","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWK00","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWK21","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWK11","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30SWK01","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30TWK35","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30TWK36","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30TWK33","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30TWK34","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30TWK56","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30TWK45","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30TWK46","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30TWK13","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30TWK24","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30TWK25","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30TWK16","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30TWK23","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30TWK26","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30TWK04","---","García Cardo et al., 2020"
"Gypsophila bermejoi","30TVK93","---","García Cardo et al., 2020"
"Himantoglossum hircinum","30SWK32","---","García Cardo et al., 2020"
"Himantoglossum hircinum","30TWK97","---","García Cardo et al., 2020"
"Ilex aquifolium","30SXK12","---","García Cardo et al., 2020"
"Ilex aquifolium","30SXK22","---","García Cardo et al., 2020"
"Ilex aquifolium","30TXK24","---","García Cardo et al., 2020"
"Ilex aquifolium","30TXK25","---","García Cardo et al., 2020"
"Ilex aquifolium","30TXK03","---","García Cardo et al., 2020"
"Ilex aquifolium","30TXK04","---","García Cardo et al., 2020"
"Ilex aquifolium","30TXK33","---","García Cardo et al., 2020"
"Ilex aquifolium","30TXK06","---","García Cardo et al., 2020"
"Ilex aquifolium","30TXK14","---","García Cardo et al., 2020"
"Ilex aquifolium","30TXK07","---","García Cardo et al., 2020"
"Ilex aquifolium","30TXK05","---","García Cardo et al., 2020"
"Ilex aquifolium","30TXK16","---","García Cardo et al., 2020"
"Ilex aquifolium","30TXK15","---","García Cardo et al., 2020"
"Ilex aquifolium","30TXK13","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK74","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK83","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK76","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK73","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK86","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK87","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK88","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK89","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK93","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK94","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK84","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK85","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK99","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK95","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK96","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK97","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK98","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK78","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK75","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK79","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK77","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK68","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK67","---","García Cardo et al., 2020"
"Ilex aquifolium","30TWK69","---","García Cardo et al., 2020"
"Isoetes setacea","30TWK44","---","García Cardo et al., 2020"
"Isoetes setacea","30TWK43","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXK32","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXK42","---","García Cardo et al., 2020"
"Juniperus thurifera","30SWK72","---","García Cardo et al., 2020"
"Juniperus thurifera","30SWK82","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXK52","---","García Cardo et al., 2020"
"Juniperus thurifera","30SWK92","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXK02","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXK12","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXK22","---","García Cardo et al., 2020"
"Juniperus thurifera","30SWK42","---","García Cardo et al., 2020"
"Juniperus thurifera","30SWJ76","---","García Cardo et al., 2020"
"Juniperus thurifera","30SWJ87","---","García Cardo et al., 2020"
"Juniperus thurifera","30SWJ77","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXJ38","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXJ28","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXJ18","---","García Cardo et al., 2020"
"Juniperus thurifera","30SWJ88","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXJ49","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXJ39","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXK40","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXJ29","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXK30","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXJ19","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXJ09","---","García Cardo et al., 2020"
"Juniperus thurifera","30SWJ99","---","García Cardo et al., 2020"
"Juniperus thurifera","30SWJ89","---","García Cardo et al., 2020"
"Juniperus thurifera","30SXK00","---","García Cardo et al., 2020"
"Juniperus thurifera","30SWK90","---","García Cardo et al., 2020"
"Juniperus thurifera","30SWJ39","---","García Cardo et al., 2020"
"Juniperus thurifera","30SWJ29","---","García Cardo et al., 2020"
